time,seconds_elapsed,z,y,x
1781591776526363400,0.17036328125,-1.1707223653793335,-0.2380845546722412,-0.8109229803085327
1781591776574876000,0.2188759765625,-0.4981602132320404,0.0755181610584259,-0.8396336436271667
1781591776623388400,0.267388427734375,-0.14683662354946136,0.015271619893610477,-0.3222311735153198
1781591776671901000,0.31590087890625,0.40889760851860046,-0.2809978127479553,0.3615556061267853
1781591776720413400,0.364413330078125,0.5771908760070801,-0.0397825688123703,0.4329504072666168
1781591776768926000,0.412926025390625,0.05177079141139984,-0.41271552443504333,0.2393062710762024
1781591776817438700,0.461438720703125,0.22754712402820587,-1.124678373336792,1.3501639366149902
1781591776865951200,0.509951171875,0.5070177912712097,-0.7838922142982483,0.9555452466011047
1781591776914463700,0.558463623046875,-0.3565923273563385,0.0951421856880188,-0.8019127249717712
1781591776962976300,0.606976318359375,-0.7012727856636047,-0.03451386094093323,-0.7353284955024719
1781591777011488800,0.65548876953125,-0.9123265743255615,-1.0498474836349487,-0.9652426838874817
1781591777060001300,0.704001220703125,-1.2044726610183716,-0.38095054030418396,-1.161177635192871
1781591777108515600,0.752515625,-0.8265000581741333,-0.7802270650863647,-1.0401500463485718
1781591777157026600,0.801026611328125,-0.8934661149978638,-0.9847903847694397,-1.1440733671188354
1781591777205539000,0.8495390625,-0.6995928883552551,0.05757400393486023,-0.7338013052940369
1781591777254051600,0.898051513671875,-0.8978185057640076,-0.33001968264579773,-0.8193987607955933
1781591777302564000,0.946564208984375,-0.46838057041168213,0.07223475724458694,-0.4915170669555664
1781591777351076600,0.99507666015625,-0.1977674663066864,-0.8565087914466858,-0.36254823207855225
1781591777399589400,1.04358935546875,-0.005650499369949102,0.07490729540586472,-0.18005239963531494
1781591777448102000,1.092101806640625,0.40714138746261597,0.8818596601486206,-0.1844811588525772
1781591777496614400,1.140614501953125,-0.010537417605519295,-0.3081812858581543,0.2331976294517517
1781591777545127000,1.189126953125,0.030390523374080658,0.42088583111763,-0.06123919412493706
1781591777593639700,1.2376396484375,0.15775582194328308,-0.26221370697021484,-0.12026400119066238
1781591777642152200,1.286152099609375,-0.1778380125761032,0.1761581301689148,-0.1508072465658188
1781591777690664700,1.334664794921875,-0.0859028622508049,0.4545597434043884,-0.23441936075687408
1781591777739177200,1.38317724609375,0.04176788032054901,-0.17027856409549713,-0.3246746361255646
1781591777787690000,1.43168994140625,0.2133445292711258,-0.16478078067302704,0.2617555558681488
1781591777836202500,1.480202392578125,0.305585116147995,-0.8932369947433472,0.5657371282577515
1781591777884715000,1.528715087890625,0.16325360536575317,0.15760311484336853,-0.2683223485946655
1781591777933227800,1.577227783203125,-0.2658788859844208,-0.03520108386874199,0.29817837476730347
1781591777981740300,1.625740234375,-0.21456626057624817,-0.3023780584335327,-0.14706569910049438
1781591778030252800,1.674252685546875,0.002672533504664898,0.6505709886550903,-0.9341649413108826
1781591778078765600,1.722765625,-0.0870482325553894,-0.49403688311576843,0.12133301794528961
1781591778127278000,1.771278076171875,-0.1954767256975174,-0.42913252115249634,0.23533566296100616
1781591778175790600,1.81979052734375,-0.2700785994529724,0.09903645515441895,-0.29588761925697327
1781591778224303400,1.868303466796875,-0.4652498960494995,-0.3934732675552368,-0.30199626088142395
1781591778272815900,1.91681591796875,-0.3620901107788086,0.08399390429258347,-0.08170316368341446
1781591778321328600,1.96532861328125,-0.18486295640468597,-0.3156643807888031,-0.06177370250225067
1781591778369841200,2.013841064453125,-0.17394374310970306,-0.0709366723895073,0.06666062027215958
1781591778418353700,2.062353759765625,-0.04046979174017906,-0.1974620372056961,0.10865757614374161
1781591778466866400,2.110866455078125,0.3365101218223572,-0.21731515228748322,0.17913609743118286
1781591778515379000,2.15937890625,0.41218101978302,0.1398116797208786,0.1314886510372162
1781591778563891700,2.2078916015625,0.2774089574813843,-0.295811265707016,-0.01893680728971958
1781591778612404200,2.256404296875,0.020387612283229828,0.2447277009487152,-0.34406960010528564
1781591778660916700,2.304916748046875,0.1738673895597458,0.1398116797208786,-0.07735075056552887
1781591778709429500,2.353429443359375,0.2741255760192871,-0.4099666178226471,-0.05818486958742142
1781591778757942300,2.4019423828125,0.10644318908452988,0.3191004991531372,-0.35269805788993835
1781591778806454800,2.450454833984375,0.09330959618091583,0.4039343297481537,-0.1870773434638977
1781591778854967300,2.49896728515625,0.16936226189136505,0.7893900275230408,0.05688678100705147
1781591778903480000,2.54747998046875,0.173256516456604,0.9479857683181763,0.14431680738925934
1781591778951992600,2.59599267578125,0.0951421856880188,1.6253584623336792,-0.224569171667099
1781591779000505300,2.64450537109375,0.6092612743377686,2.9206972122192383,-0.7851139307022095
1781591779049018000,2.69301806640625,1.5098286867141724,2.275853157043457,-1.5808416604995728
1781591779097530600,2.741530517578125,1.1506401300430298,1.3061816692352295,0.23075416684150696
1781591779146043100,2.790043212890625,-0.7979421019554138,0.6052142977714539,1.486386775970459
1781591779194556000,2.838555908203125,-1.503490924835205,1.5438079833984375,-0.6214785575866699
1781591779243068400,2.887068359375,-0.49373146891593933,0.43890634179115295,-0.9540180563926697
1781591779291581200,2.935581298828125,-0.2925278842449188,-2.7678282260894775,0.44898560643196106
1781591779340094000,2.984093994140625,-0.5493201613426208,-2.8870997428894043,0.6187296509742737
1781591779388606500,3.0326064453125,-0.8821650743484497,-2.19040846824646,0.37697991728782654
1781591779437119200,3.081119140625,-0.0019853105768561363,-0.8132137656211853,-0.6291907429695129
1781591779485631700,3.1296318359375,-0.03138317912817001,-2.707810878753662,-0.36598435044288635
1781591779534144500,3.17814453125,-0.502970814704895,-3.460625410079956,-0.8395572900772095
1781591779582657300,3.2266572265625,-0.478841632604599,-4.950829982757568,-1.7325652837753296
1781591779631169800,3.275169677734375,0.7783944606781006,-5.9485249519348145,-3.228954792022705
1781591779679682600,3.3236826171875,1.6880484819412231,-4.917308807373047,-5.530082702636719
1781591779728195000,3.372195068359375,2.9402449131011963,-5.726933479309082,-4.033616542816162
1781591779776707800,3.420707763671875,4.416705131530762,-2.209268808364868,-4.315301418304443
1781591779825220600,3.469220703125,3.8412704467773438,-1.895818829536438,-2.115424633026123
1781591779873733400,3.5177333984375,4.563388824462891,-1.0177006721496582,-0.18440480530261993
1781591779922246000,3.566245849609375,3.673893451690674,1.3791035413742065,-0.11278090626001358
1781591779970758700,3.614758544921875,1.4396555423736572,1.3403136730194092,-1.786703109741211
1781591780019271400,3.663271484375,-0.18753549456596375,1.1101703643798828,-1.974238634109497
1781591780067784000,3.711783935546875,0.1810450553894043,0.44356417655944824,-0.908890426158905
1781591780116296700,3.760296630859375,1.181794285774231,0.17195843160152435,-0.24724751710891724
1781591780164809500,3.8088095703125,2.798753261566162,0.7044798135757446,-0.5110647678375244
1781591780213322000,3.857322021484375,3.4219117164611816,1.0484730005264282,0.07192932814359665
1781591780261834800,3.905834716796875,2.043419122695923,-0.04627300798892975,0.08025235682725906
1781591780310347500,3.954347412109375,0.864831805229187,-1.1158971786499023,1.2317324876785278
1781591780358860300,4.0028603515625,0.0243582334369421,-0.8394809365272522,1.407127022743225
1781591780407372800,4.051372802734375,0.5201513767242432,-0.9481384754180908,0.9864702820777893
1781591780455885600,4.099885498046875,0.46257734298706055,-0.8315396904945374,0.3630063831806183
1781591780504398300,4.1483984375,0.18310672044754028,-0.5525271892547607,0.4949531853199005
1781591780552910800,4.196910888671875,0.09636391699314117,-0.7741183638572693,0.6650790572166443
1781591780601423600,4.245423583984375,0.6728675365447998,-0.15485422313213348,0.005192350596189499
1781591780649936100,4.29393603515625,0.3767508566379547,-0.22953243553638458,-0.3889681398868561
1781591780698449000,4.342448974609375,-0.9274454712867737,-0.4237874448299408,-0.780837893486023
1781591780746961700,4.390961669921875,0.616209864616394,-0.4768563210964203,0.15409064292907715
1781591780795474200,4.43947412109375,0.9581413865089417,0.5692496299743652,-0.5468766689300537
1781591780843987000,4.487987060546875,-0.2023489624261856,0.6627882719039917,-0.480903297662735
