time,seconds_elapsed,z,y,x
1781788023950898200,0.156898193359375,0,0,0
1781788023999426600,0.205426513671875,-0.0287017822265625,-0.06083965301513672,0.0014091730117797852
1781788024047955000,0.253954833984375,-0.004878044128417969,-0.07259225845336914,-0.08605676889419556
1781788024096483300,0.3024833984375,-0.17898178100585938,0.014317512512207031,0.007001638412475586
1781788024145011700,0.35101171875,-0.0743856430053711,-0.0789027214050293,0.020127177238464355
1781788024193540000,0.3995400390625,0.03749847412109375,-0.18825721740722656,0.1957651674747467
1781788024242068700,0.44806884765625,-0.08907794952392578,-0.17911577224731445,0.6239120364189148
1781788024290596900,0.496596923828125,-0.48485565185546875,0.003006458282470703,0.5937801003456116
1781788024339125500,0.54512548828125,-0.8993782997131348,0.15346240997314453,0.5648102164268494
1781788024387654000,0.59365380859375,0.09090805053710938,1.0062296390533447,-1.2963569164276123
1781788024436182300,0.642182373046875,0.5033416748046875,0.8658440113067627,-1.853292465209961
1781788024484710700,0.690710693359375,0.981663703918457,-0.40949010848999023,0.008423984050750732
1781788024533239000,0.739239013671875,0.41983890533447266,0.10692954063415527,-0.2815719246864319
1781788024581767400,0.787767333984375,0.14899253845214844,-0.08812785148620605,-0.008515536785125732
1781788024630295800,0.8362958984375,-0.019766807556152344,-0.13631796836853027,-0.2289949655532837
1781788024678824200,0.88482421875,-0.21567153930664062,-0.12229681015014648,-0.055608492344617844
1781788024727352600,0.9333525390625,-0.6494350433349609,0.2180802822113037,-0.10239522159099579
1781788024775881000,0.981880859375,-0.36613941192626953,0.3071706295013428,0.3641447126865387
1781788024824409300,1.030409423828125,0.25802040100097656,-0.12281489372253418,0.0671314001083374
1781788024872937700,1.078937744140625,0.5066242218017578,-0.5041120052337646,-0.11749377846717834
1781788024921466000,1.127466064453125,0.01592731475830078,-0.3259882926940918,-0.4450932741165161
1781788024969994500,1.175994384765625,0.025216102600097656,-0.11998867988586426,-0.4829685091972351
1781788025018523000,1.22452294921875,0.21140575408935547,-0.17206430435180664,-0.16329476237297058
1781788025067051300,1.27305126953125,-0.11154460906982422,-0.05613398551940918,-0.1696828007698059
1781788025115579600,1.32157958984375,-0.06402111053466797,-0.17403578758239746,0.04755353927612305
1781788025164108000,1.37010791015625,-0.09098243713378906,-0.18844199180603027,0.23081856966018677
1781788025212636400,1.418636474609375,-0.13197040557861328,0.08175921440124512,0.19031387567520142
1781788025261164800,1.467164794921875,0.32077598571777344,0.003545999526977539,0.248660147190094
1781788025309693200,1.515693115234375,0.2625875473022461,0.1504809856414795,0.19478052854537964
1781788025358221600,1.5642216796875,0.16766357421875,-0.17964720726013184,0.06855899095535278
1781788025406750000,1.61275,0.18070507049560547,-0.42180871963500977,-0.08971506357192993
1781788025455278300,1.6612783203125,-0.2810249328613281,-0.17042112350463867,-0.1290702521800995
1781788025503806700,1.709806640625,-0.7809839248657227,0.5351951122283936,0.36857447028160095
1781788025552335000,1.758335205078125,-0.34204769134521484,-1.1558284759521484,1.5659950971603394
1781788025600863500,1.806863525390625,0.44055747985839844,0.7003602981567383,-0.24292999505996704
1781788025649391900,1.855391845703125,-0.053610801696777344,-0.24379801750183105,0.6463731527328491
1781788025697920300,1.903920166015625,-0.392120361328125,-1.0078413486480713,1.1641035079956055
1781788025746448600,1.95244873046875,-1.4896135330200195,-1.6217751502990723,0.07396173477172852
1781788025794977000,2.00097705078125,-0.6812582015991211,-0.5995795726776123,-1.7310776710510254
1781788025843505400,2.04950537109375,0.37513303756713867,-2.489346981048584,-0.521575927734375
1781788025892033800,2.09803369140625,-0.34237146377563477,-0.13712310791015625,-0.8295421600341797
1781788025940562200,2.146562255859375,1.2784595489501953,1.0200287103652954,0.16953086853027344
